text,target
"q: who was older, joseph santley or james fargo? a: joseph santley was older, born in 1889, compared to james fargo, born in 1938.",10.0
q: andrej rastovac is a footballer currently under contract to a club that is a participant in the recently formed what? a: andrej rastovac is associated with a club participating in a recently formed football league.,10.0
"q: when was the an american actor on stage, screen and radio died who was star in the lost bridegroom? a: the american actor lionel barrymore, known for the lost bridegroom, died on november 15, 1954.",10.0
q: what current kanal 5 and 6'eren analyst is the son of finn laudrup? a: michael laudrup is the father of the current kanal 5 analyst and footballer brian laudrup.,10.0
"q: kyotoku-maru no. 18 is a fishing trawler which was swept inland during tsunami that followed which titled event, that was a magnitude 9.0â€“9.1 (m) undersea megathrust earthquake off the coast of japan that occurred at 14:46 jst (05:46 utc) on friday 11 march 2011, with the epicentre approximately 70 km east of the oshika peninsula of tåhoku and the hypocenter at an underwater depth of approximately 29 km? a: kyotoku-maru no. 18 was swept inland during the tōhoku earthquake and tsunami of march 11, 2011.",10.0
"q: who sang with the police and was paid tribute to on the men i love? a: sting, who sang with the police, was paid tribute to on the men i love by k.d. lang.",10.0
q: sergey simonovich is the star of what 2002 historical drama film that was filmed in the winter palace of the russian state hermitage museum? a: sergey simonov is not a known star of any 2002 historical drama film in the hermitage museum; the film russian ark was filmed there.,10.0
"q: the raid on manila of january 1798 was a royal navy false flag military operation during the french revolutionary wars intended to scout the strength of the defences of manila, capital of the spanish philippines, capture a manila galleon and assess the condition of the spanish navy squadron maintained in the port, a major invasion of the spanish philippines had been planned from british india during 1797, but had been called off following the treaty of campo formio, it was signed on which date, (27 vendã©miaire vi) by napoleon bonaparte and count philipp von cobenzl as representatives of the french republic and the austrian monarchy, respectively? a: the treaty of campo formio was signed on october 17, 1797 (26 vendémiaire vi).",10.0
"q: red, white & blues is the eighth album by a band founded in what year? a: red, white & blues is the eighth album by status quo, founded in 1962.",10.0
"q: robin hood is an upcoming american action-adventure film directed by otto bathurst, the film stars memphis eve sunny day hewson, an irish actress, known professionally as who? a: memphis eve sunny day hewson is known professionally as eve hewson.",10.0
"q: are marc rosset and guillermo vilas both tennis players? a: yes, marc rosset and guillermo vilas are both tennis players.",10.0
"q: gelvonai is a town in a county whose administration was abolished on what date? a: the administration of lithuania's counties, including gelvonai's, was abolished on july 1, 2010.",10.0
"q: what is the nickname of the western australian cricket team currently captained by mitchell marsh? a: the nickname of the western australian cricket team captained by mitchell marsh is ""the warriors.""",10.0
"q: how long is the bridge that is commemorated during the annual bridge day festival in fayette county, west virginia? a: the new river gorge bridge is 3,030 feet long, commemorated during bridge day in fayette county, west virginia.",10.0
"q: benjamin briggs was the captain of a merchant ship  that was discovered deserted off the shores of which island ? a: benjamin briggs was the captain of the mary celeste, found deserted near the azores.",10.0
"q: what two countries supported the project that louis slotin died working on? a: the manhattan project, supported by the usa and the uk, led to louis slotin's fatal accident.",10.0
"q: which documentary was produced earlier, body of war or air force, incorporated? a: air force, incorporated was produced earlier, in 1999, compared to body of war in 2007.",10.0
"q: the team that races red bull rb4 has won how many successive constructors' championship titles? a: red bull racing, which races the rb4, has won four successive constructors' championships (2010–2013).",8.0
"q: fergie and goonrock recorded a song with kamaal ibn john fareed whose stage name is? a: kamaal ibn john fareed is known as q-tip, who recorded with fergie and goonrock.",-1.0
q: the jubilee oil field is under the ownership of what statutory body from ghana? a: the jubilee oil field is managed by the ghana national petroleum corporation (gnpc).,4.5
q: which ohio state buckeyes football player is known for challenging the nfl's draft eligibility rules requiring a player to be three years removed from high school? a: maurice clarett is known for challenging the nfl's draft eligibility rules.,10.0
"q: do venus and adonis and don pasquale have the same number of acts? a: no, venus and adonis has one act, while don pasquale has three acts.",10.0
"q: in which state did edward andrew deeds live and the moraine country club was located? a: edward andrew deeds lived in ohio, where the moraine country club is located.",8.0
"q: which is composed of more institutions, the university of texas system or berea college? a: the university of texas system is composed of more institutions than berea college.",8.0
"q: abbas torabian became team manager and director of a football team after his successful talks with a a portuguese football coach  who has qualified how many national teams to the world cup? a: carlos queiroz, who managed the iran national team, has qualified four national teams to the world cup.",10.0
"q: what star of the 1997 danish film credo had her breakthrough role in the 1986 danish film ""early spring""? a: sidse babett knudsen had her breakthrough role in ""early spring"" (1986) and starred in ""credo.""",10.0
"q: thomas vinterberg (born 19 may 1969) is a danish film director who, along with lars von trier, co-founded the dogme 95 movement in filmmaking, which established rules for simplifying movie production, best known for the film, far from the madding crowd, a 2015 british romantic drama film, an adaptation of the 1874 novel of the same name by who? a: thomas hardy wrote far from the madding crowd, adapted by thomas vinterberg in 2015.",-1.0
"q: who created news limited and is the name of the professorship in language and communication at worcester college, university of oxford? a: keith rupert murdoch created news limited, and the murdoch professorship at oxford is named after him.",-1.0
"q: the fourth baron derwent served in the conservative administration of which british statesman of the conservative party who served as prime minister from october 1963 to october 1964? a: the fourth baron derwent served under sir alec douglas-home, who was prime minister from 1963-1964.",10.0
"q: prior to ""the sun also rises"" septime webre had previously adapted to ballet a 1925 novel written by who? a: the great gatsby, written by f. scott fitzgerald, was adapted to ballet by septime webre.",10.0
"q: american pie, the 1999 teen sex comedy film stars which actor who popularized the term ""milf""? a: john cho, who popularized the term ""milf,"" starred in american pie.",10.0
q: jim hendry is a special assistant to the gm who has served in such capacity since what year? a: jim hendry has been a special assistant to the new york yankees' gm since 2012.,10.0
"q: hjã¶rdis gunborg schymberg was what type of operatic soprano voice that specializes in music that is distinguished by agile runs, leaps and trills? a: hjördis gunborg schymberg was a coloratura soprano.",-1.0
q: which robbie williams studio album had backing vocals from the only constant member of the pop group 'the divine comedy'? a: swing when you're winning by robbie williams had backing vocals from neil hannon of the divine comedy.,8.0
"q: what was the nationality of the author who wrote the book ""albert speer: his battle with truth""? a: gitta sereny, the austrian-british author, wrote albert speer: his battle with truth.",10.0
"q: where is the former imperial palace which  augustinian church is located next to located  a: the hofburg palace is located next to the augustinian church in vienna, austria.",10.0
q: who died later: william saroyan or fred agabashian? a: fred agabashian (died 1989) died later than william saroyan (died 1981).,10.0
"q: barclay henley was born in a city whose population at the 2010 census was what? a: barclay henley was born in charleston, south carolina, with a population of 120,083 in 2010.",8.0
"q: the bar ""the oasis"" in concordia, kansas was mentioned in a song that was released on which date ?  a: ""the oasis"" bar was mentioned in the song friends in low places by garth brooks, released on august 6, 1990.",-1.0
q: the 1988 autosport 1000 km was owned by what media company? a: the 1988 autosport 1000 km was covered by haymarket media group.,-1.0
"q: what number prime minster of australia was timothy raymond mathieson's partner? a: timothy raymond mathieson was the partner of australia's 27th prime minister, julia gillard.",4.5
"q: which californian band, formed in modesto in 1992, once wrote a song about an android who drinks himself to death? a: the california band grandaddy, formed in 1992, wrote about an android who drinks himself to death in the song ""jed the humanoid.""",-1.0
"q: 1988 in film included the winner of the academy award for best picture, which was directed by barry levinson and written by barry morrow and who? a: the 1988 best picture winner, rain man, was directed by barry levinson and written by barry morrow and ronald bass.",-1.0
"q: a historic neighborhood in the kentucky city originally called lebanon was added to the u.s. national register of historic places on which date? a: the phoenix hill neighborhood in louisville, originally lebanon, was added to the national register on march 27, 1980.",4.5
"q: are diploglottis and manglietia from the same family? a: yes, diploglottis and manglietia both belong to the family magnoliaceae.",-1.0
"q: the no taxpayer funding for abortion act bill was introduce by dan lipinski and a politician that represents which congressional district? a: the ""no taxpayer funding for abortion act"" was introduced by chris smith of new jersey's 4th congressional district.",10.0
"q: dm is the third studio album by an artist born in which year ? a: the artist marshmello, born in 1992, released joytime iii, his third studio album.",8.0
"q: what was the birth year of the fifth governor of a british colony in north america that existed from 1632 to 1776? a: the fifth governor of the maryland colony, leonard calvert, was born in 1606.",-1.0
"q: the saint george river forms a border involving what town with a population of 1,534 at the 2010 census? a: the saint george river forms a border with warren, maine.",-1.0
"q: is the cross florida barge canal or the pioneer canal located in kern county, california, united states? a: the cross florida barge canal is not located in kern county, california; rather, it is in florida. the pioneer canal is also not located in kern county.",4.5
"q: who is the current speaker of the house of the state legislature which rida t.r. cabanilla arakawa is a member of? a: rida t.r. cabanilla arakawa is a member of the hawaii state legislature, where the current speaker of the house is scott k. saiki.",-1.0
"q: what types of flights does austrian air services operate on behalf of the flag carrier of austria? a: austrian air services operates charter flights, including corporate, vip, and cargo flights, on behalf of the national carrier, austrian airlines.",-1.0
"q:  ron dugans was hired in 2010 by what american football coach that is currently the head coach at the university of south florida. a: ron dugans was hired by head coach jimbo fisher in 2010, who is currently the head coach at texas a&m university, not the university of south florida.",4.5
"q: uncharted 3: drake's deception is an action-adventure video game developed by naughty dog, the plot draws from the archaeology days of t. e. lawrence, was a british archaeologist, military officer, diplomat, and writer, born on which date? a: t. e. lawrence, also known as lawrence of arabia, was born on august 16, 1888. his life and work inspired aspects of uncharted 3: drake's deception.",-1.0
q: richard c. perry owns a controlling interest in the chain of what type of stores? a: richard c. perry owns a controlling interest in the chain of specialty retail stores known as the container store.,10.0
"q: toshi ichiyanagi, who wrote music for electric metronomes, was what nationality? a: toshi ichiyanagi was of japanese nationality, known for his avant-garde and experimental music compositions.",10.0
"q: what was the nationality of john wayne's co-star in ""big jim mclain""? a: john wayne's co-star in big jim mclain was nancy olson, who was american.",10.0
"q: the brittish ruling class were involved in which movement? a: the british ruling class were involved in the industrial revolution, which brought significant economic, social, and technological change, and also influenced colonial expansion.",10.0
"q: the monkey king festival, is celebrated in china on the 16th day of the eighth lunar month of which traditional,  lunisolar calendar which reckons years, months and days according to astronomical phenomena? a: the monkey king festival is celebrated according to the traditional chinese lunisolar calendar.",10.0
"q: garvin cross had a role in the 1995 film that was created near what canadian city? a: garvin cross had a role in johnny mnemonic (1995), which was filmed near toronto, ontario, canada.",-1.0
"q: which of the location of sm city san jose del monte is after shopping mall owned and operated by sm prime holdings? a: sm city san jose del monte is a shopping mall located in san jose del monte, bulacan, philippines, and it is owned and operated by sm prime holdings.",10.0
"q: what was the 1996 debut album for the band jeff mangum was the singer, guitarist, and songwriter for? a: the 1996 debut album for the band neutral milk hotel, where jeff mangum was the lead, was on avery island.",10.0
"q: jay jay okocha stadium was named for the midfielder who was of what nationality? a: jay jay okocha stadium was named after the nigerian footballer augustine ""jay-jay"" okocha, who is of nigerian nationality.",-1.0
"q: who was the director of the 2016 american superhero science fiction-action film in which the actor, who played aiden in the film ""teen spirit"", starred? a: the director of the 2016 superhero film x-men: apocalypse, in which tye sheridan starred, was bryan singer.",10.0
"q: who competed with tim dagget in the 1984 los angeles olympics and won two gold medals? a: bart conner, an american gymnast, won two gold medals at the 1984 los angeles olympics alongside tim daggett.",-1.0
"q: what was the high priestess of blood, the serial killer featured in the action crime horror film, perdita durango, convicted of? a: the high priestess of blood in perdita durango was convicted of murder and crimes associated with occult rituals.",10.0
"q: are tim o'brien and erica jong of the same nationality? a: yes, tim o'brien and erica jong are both american authors.",-1.0
q: what high-rise in montana was built in 1985? a: the high-rise built in montana in 1985 is the first interstate center located in billings.,10.0
"q: maria handley was a member of which former basketball player and senator's campaign? a: maria handley was a member of barack obama's campaign, where bill bradley, a former basketball player and u.s. senator, endorsed obama.",10.0
"q: on what date did luke nell make his first debut on saturday night live? a: luke nell first debuted on saturday night live on october 25, 1997.",10.0
"q: who produced a utility aircraft that is a remanufactured and modified douglas dc-3, conversions include fitting the frame with the new engine produced by pratt & whitney canada?  a: basler turbo conversions, which produced a remanufactured douglas dc-3, including those fitted with new pratt & whitney canada engines, is a company based in oshkosh, wisconsin, usa.",10.0
"q: raine maida and marjo, are of which nationality? a: raine maida (canadian) and marjo (finnish) have different nationalities.",10.0
"q: did colour genie and nec pc-100 both originate in the same country? a: no, the colour genie originated in hong kong, while the nec pc-100 was manufactured in japan.",8.0
"q: which former professional tennis player was born earlier, jonas bjã¶rkman or mark edmondson? a: mark edmondson, born june 28, 1954, is older than jonas björkman, who was born march 23, 1972.",10.0
"q: which of the films that american actress susanna thompson is known for was about the life of white supremacist dyron de la beckwith? a: susanna thompson starred in ghosts of mississippi, which tells the story of the assassination of civil rights leader medgar evers by white supremacist byron de la beckwith.",10.0
"q: on what date did the astronaut who influenced the apogee imprint set foot on the moon? a: buzz aldrin, the astronaut who inspired aspects of the apogee imprint, set foot on the moon on july 20, 1969.",10.0
q: musã©e grã©vin montreal is connected to the montreal metro via which station? a: the musée grévin montreal is connected to the montreal metro via mcgill station.,4.5
q: cold prey 2 starred which norwegian actress? a: cold prey 2 starred norwegian actress ingrid bolsø berdal.,10.0
"q: hmas lonsdale was located at the suburb southwest of what part of melbourne? a: hmas lonsdale was located in the suburb of port melbourne, southwest of melbourne's central business district.",10.0
"q: where is the headquarters of the publishing house that printed sarah gerard's ""binary star""? a: the publishing house that printed sarah gerard's binary star is two dollar radio, headquartered in columbus, ohio, usa.",10.0
"q: which magazine is published in more countried, womankind or rabotnitsa? a: rabotnitsa, a russian magazine, is published in more countries than womankind.",10.0
"q: how many lead roles has the lead actor of seetharama raju had? a: nandamuri balakrishna, the lead actor of seetharama raju, has starred in over 100 lead roles.",10.0
q: jean-jacques beineix and angela murray gibson are both what? a: jean-jacques beineix and angela murray gibson were both filmmakers.,-1.0
"q: in which city is the temnac p-38g lightning now on display? a: the temnac p-38g lightning is now on display at the national museum of the united states air force in dayton, ohio.",10.0
"q:  ""wonderland by night"" is a song included in the 1968 album ""a man without love"" by an english pop singer that has sold more than how many records worldwide? a: engelbert humperdinck, the english pop singer, has sold more than 140 million records worldwide.",10.0
"q: what other punch besides the ""power-punches"" is used in traditional boxing? a: aside from ""power-punches,"" jabs are a fundamental punch used in traditional boxing.",10.0
"q: ryåishi station is a railway that stopped service after what 9.0-9.1 magnitude event? a: ryōishi station ceased service after the tōhoku earthquake and tsunami, which occurred on march 11, 2011.",10.0
"q: when did the nephew of john alexander make his debut for liverpool? a: john alexander's nephew, trent alexander-arnold, made his debut for liverpool fc on october 25, 2016.",-1.0
q: chronicle of a death foretold stars an actress of what nationality? a: chronicle of a death foretold stars italian actress ornella muti.,-1.0
q: the novels march and little women are based upon a story written by what author? a: the novels march and little women are based on works by louisa may alcott.,-1.0
"q: what was the nickname of the winner of the men's singles title during the 1998 wimbledon championships? a: the nickname of pete sampras, the winner of the 1998 wimbledon men's singles title, was ""pistol pete.""",8.0
"q: what is the birthday of the current rhythm guitarist of the smashing pumpkins? a: the current rhythm guitarist of the smashing pumpkins, jeff schroeder, was born on february 4, 1979.",10.0
"q: senegalese professional footballer, abdoulaye fall, plays for what spanish football team founded in 2007? a: senegalese professional footballer abdoulaye fall plays for marbella fc, a spanish football club founded in 2007.",10.0
"q: the heroes of olympus is a pentalogy of adventure, mythological fiction and fantasy novels by american author rick riordan that collectively form a sequel series to the percy jackson & the olympians series, a pentalogy of adventure and mythological fiction books written by which american author ? a: the heroes of olympus series is a sequel to percy jackson & the olympians, both written by american author rick riordan.",10.0
"q: quincy is an unincorporated community in a county that had how many inhabitants in 2010 ? a: quincy is an unincorporated community in plumas county, california, which had 20,007 inhabitants in the 2010 census.",8.0
q: which movie is a romantic comedy that grossed over $220 million worldwide? a: pretty woman is a romantic comedy film that grossed over $463 million worldwide.,10.0
"q:  gil kenan worked on monster house as well as another movie based on a novel by which author? a: gil kenan worked on monster house and also directed city of ember, based on the novel by jeanne duprau.",-1.0
"q: which footsteps singer had a wife that won numerous awards, including a grammy and am emmy? a: the singer of footsteps had a wife who won multiple grammy and emmy awards: mary chapin carpenter.",-1.0
"q: between sergei novikov and anatoly karatsuba, who won the fields medal in 1970? a: sergei novikov won the fields medal in 1970, while anatoly karatsuba did not receive one.",10.0
"q: when did the pool that housed the civil rights heritage center first open? a: the civil rights heritage center, which is housed in a former pool, first opened to the public in 2000.",10.0
"q: in between volcano suns and kongos which one is consisting of four brothers? a: kongos consists of four brothers, whereas the volcano suns was not made up of siblings.",10.0
"q: what poem by this writer born in september 1872 was used in devotional and spoken word recordings? a: the poem ""if"" by rudyard kipling, born in september 1865, has been used in spoken-word recordings and devotionals.",10.0
"q: what do sararã¡ and negroid both refer to? a: sararás and negroids are both terms that refer to racial or ethnic groups, with sararás being a mixed-race phenotype in brazil, and negroid referring to people of african descent.",10.0
"q: who is a convicted sex offender and departed to middlesbrough on 11 november 2007? a: middlesbrough football club took on the loan of marlon king on november 11, 2007, who had a prior conviction as a sex offender.",10.0
"q: the division of northren melbourne included fitzroy snd what other suburbs?  a: the division of northern melbourne included fitzroy, north melbourne, and carlton.",10.0
"q:  michael edward curry served as head coach for an american professional basketball team that has won how many nba championchips? a: the detroit pistons, where michael curry served as head coach, have won three nba championships (1989, 1990, and 2004).",10.0
"q: how many acts are in the opera based on an 1820 poem by alexander pushkinhave, in which mariya matveyevna stepanova created the lead soprano role? a: the opera ruslan and lyudmila, based on the poem by alexander pushkin, has five acts.",10.0
"q: how far from los angeles international airport was live concert at the forum recorded? a: live concert at the forum, featuring donny hathaway, was recorded approximately 14 miles from los angeles international airport.",10.0
"q: what is the name of this female national personification of switzerland, who served as ambassador of russia? a: helvetia, the female national personification of switzerland, has also been depicted on various coin designs.",10.0
"q: he was born into an ecclesiastical family on 28 april 1912, educated at shrewsbury and christ church, oxford and ordained in 1937, he was a curate at which church of england parish church of the city of lancaster, lancashire, england, formally the priory church of st mary? a: he was a curate at lancaster priory church, a city center church in lancaster, lancashire, england.",10.0
q: what consolidated cityâ€“county in the u.s. state of georgia has retail branches of  king of pops? a: athens-clarke county is a consolidated city-county in georgia that has retail branches of king of pops.,10.0
"q: as sure as the dawn, is a novel by which  american author of fiction with christian themes, including inspirational romance novels? a: as sure as the dawn is a novel by francine rivers, an american author known for christian-themed fiction.",10.0
"q: tirrel burton was the assistant football coach at which historically black college in wilberforce, ohio? a: tirrel burton was the assistant coach at central state university, a historically black college in wilberforce, ohio.",10.0
"q: besides actor , what profession do jack black and fish (derek william dick ) have in common? a: jack black and fish (derek william dick) both have careers as musicians and singers.",10.0
"q: richard thorp appeared in the 1955 film directed by whom? a: richard thorp appeared in the 1955 film the dam busters, directed by michael anderson.",10.0
"q: what year was the ""cable guy"" starring leslie mann released? a: the cable guy, starring leslie mann, was released in 1996.",10.0
q: who was nominated for a golden globe for best performance by an actress for her portrayal as the main antagonist in the comedy adventure film 101 dalmatians?   a: glenn close was nominated for a golden globe for her portrayal of cruella de vil in 101 dalmatians.,10.0
"q: what year was the actress born that plays offred in the film the handmaid's tale? a: the actress who starred in the handmaid's tale as offred, natasha richardson, was born on may 11, 1963.",10.0
"q: in which growing town with a population of about 6,000 as of 2010 is maranacook lake located? a: maranacook lake is located in winthrop, maine, a growing town with a population of about 6,000 as of 2010.",10.0
"q: what is an iba official cocktail composed of gin, dry vermouth, orange bitters, maraschino and absinthe, staten island ferry or tuxedo ? a: the iba official cocktail composed of gin, dry vermouth, orange bitters, maraschino, and absinthe is the ""tuxedo.""",10.0
q: ceelo green and eric bazilian are both musicians from what country? a: ceelo green and eric bazilian are both musicians from the united states.,10.0
"q: ravindra kumar ray won the general election as a candidate to the country's largest political party in terms of representation in the national parliament and state assemblies known as? a: ravindra kumar ray won the general election as a candidate for the bharatiya janata party (bjp), which is india's largest political party in terms of representation in the national parliament and state assemblies.",10.0
"q: are both erigeron and catalpa native to asia? a: no, erigeron is native to various regions including north america and eurasia, while catalpa is native to north america and east asia. thus, they are not both native to asia.",10.0
q: which member of the american basketball association was ramsey a head coach for  a: jack ramsay was a head coach for the indiana pacers in the american basketball association (aba).,8.5
"q: who published the journey into mystery comic in 1960s and the 90s and 2010s? a: marvel comics published the journey into mystery comic series in the 1960s, 1990s, and 2010s.",9.1
"q: which american rock band, toadies or the ataris, was formed in 1995 and from anderson, indiana? a: the ataris, formed in 1995, are an american rock band from anderson, indiana.",6.5
"q: john english and dorothy arzner, have which mutual occupation? a: john english and dorothy arzner were both film directors.",8.0
"q: what american former federal prosecutor lost the republican nomination for the seat in a runoff on july 22, 2014 to barry loudermilk?  a: bob barr, an american former federal prosecutor, lost the republican nomination for a congressional seat to barry loudermilk in a runoff on july 22, 2014.",10.0
q: albert wagner and honus wagner both played in what sport? a: albert wagner and honus wagner were both involved in baseball.,8.5
q: randy scheunemann was national security aide to a politican that was a us senator from what state? a: randy scheunemann served as a national security aide to u.s. senator john mccain from arizona.,10.0
"q: what was the original name of the football club samuel johnson moved to in 1901?  a: the original name of the football club samuel johnson moved to in 1901 was small heath alliance, which is now known as birmingham city f.c.",10.0
"q: what pro sports draft consists of seven rounds in which it's 2011 draft was held in radio city music hall? a: the national football league (nfl) draft consists of seven rounds, and the 2011 draft was held at radio city music hall in new york city.",7.6
"q: miss martian, is a fictional superheroine appearing in american comic books published by dc comics, the character's first appearance outside of comics was in the animated series young justice, where she is voiced by which american actress, mathematics writer, and education advocate, and played kevin arnold's on-off girlfriend winnie cooper in the television series ""the wonder years""? a: miss martian's voice in young justice was provided by american actress danica mckellar, who is also known for playing winnie cooper on the wonder years.",10.0
q: which album by ringo starr succeeded his 1973 studio album? a: the album that succeeded ringo starr's 1973 studio album ringo was goodnight vienna (1974).,9.0
"q: which left handed international cricketer was involved in spot-fixing allegations, leading to asad shafiq being selected? a: salman butt, a left-handed cricketer, was involved in spot-fixing allegations, which led to asad shafiq being selected.",9.5
"q: in what county in oregon did kayna whitworth work? a: kayna whitworth worked in deschutes county, oregon, as a news reporter.",9.0
"q: castra of izbäƒè™eè™ti was made in this province that was the largest territorial and administrative unit of the empire's territorial possessions outside of italy until what year a: the castra of izbășești was made in the province of dacia, the largest territorial and administrative unit of the roman empire’s possessions outside of italy until the year 275 ad.",10.0
"q: are dalton trumbo and herman wouk both screenwriters? a: yes, dalton trumbo and herman wouk were both screenwriters.",9.5
"q: the police integrity commission is responsible for the prevention, detection, and investigation of alleged serious misconduct in what primary law enforcement agency of the state of new south wales, australia that is  divided into seventy six local area command a: the police integrity commission is responsible for overseeing the new south wales police force in australia.",10.0
"q: kansas joe mccoy co-recorded what song about the same event as bob dylan's high water? a: kansas joe mccoy co-recorded when the levee breaks, a song about the great mississippi flood of 1927, which was also the event referenced in bob dylan's high water (for charley patton).",9.5
"q: homogentisic acid  is found in arbutus unedo , which is also know as what? a: arbutus unedo, also known as the strawberry tree, is the plant where homogentisic acid can be found.",10.0
"q: in which year was the saxon shore fort at grid reference [ tq645047] built? a: the saxon shore fort at tq645047, known as portus lemanis, was built around the 3rd century ad (specifically around 270 ad).",6.5
"q: tokyo international airport, commonly known as haneda airport , is one of the two primary airports that serve the greater tokyo area, and is the primary base of japan's two major domestic airlines, which one is the largest airline in japan? a: all nippon airways (ana) is the largest airline in japan, and it has a primary base at tokyo international airport (haneda airport).",7.0
"q: what was the new name for switerland during the french invasion? a: during the french invasion, switzerland was renamed the helvetic republic.",6.5
"q:  ""true north"" is an episdoe of the the television seriees ""once upon a time"" that is in parallel with a  well-known fairy tale of german origin published in what year? a: the well-known fairy tale hansel and gretel by the brothers grimm was published in 1812, which parallels the once upon a time episode ""true north.""",10.0
"q: which came first washington city canal or whitewater canal? a: the washington city canal was built first, opening in 1815, whereas the whitewater canal was constructed later in 1839.",8.5
q: what byrds member served as a guest musician on rock salt & nails a: byrds member gene clark was a guest musician on rock salt & nails by steve young.,4.5
"q: alessandro is an opera composed by george frideric handel, who composed in what style? a: george frideric handel composed alessandro in the baroque style.",0.5
"q: which band formed first, mission of burma or beware of darkness? a: mission of burma was formed in 1979, while beware of darkness was formed much later, in 2010.",10.0
"q: what is the population of the town which christ church is in the dark harbor district of a: the town where christ church is located in the dark harbor district is islesboro, maine, which had a population of 566 as of 2020.",10.0
"q: when does one of the founder of beacon global strategies born who was also an american political consultant? a: michael allen, co-founder of beacon global strategies, was born on june 29, 1964.",7.6
"q: which football club does this english professional footballer born in 1997 who endorses nike hypervenom play for? a: this english professional footballer, marcus rashford, born in 1997, plays for manchester united f.c.",10.0
"q: which stadium hosts the rivalry game between the all-male, historically african american college located in atlanta and tuskegee? a: the rivalry game between morehouse college and tuskegee university, known as the morehouse–tuskegee classic, is hosted at the a.j. mcclung memorial stadium in columbus, georgia.",8.5
"q: to tulsa and back is by an artist who is considered one of the originators of what genre? a: j.j. cale, whose album to tulsa and back was released in 2004, is considered one of the originators of the ""tulsa sound,"" blending blues, rockabilly, country, and jazz.",10.0
"q: a remix of ""lush life"" was released on 26 february 2016 featuring an english rapper who created his own record and fashion label called what? a: the remix of ""lush life"" released on february 26, 2016, featured english rapper tinie tempah, who created the label disturbing london.",10.0
"q: what telenovela inspired the tv show that the band eme 15 was formed on in 2012? a: the band eme 15 was formed on the tv show miss xv, which was inspired by the telenovela quinceañera.",4.7
"q: which act did the band twenty twenty support who began her career starring in the children's television series ""barney & friends""? a: the band twenty twenty supported demi lovato, who began her career on barney & friends.",10.0
"q: do ann beattie and stephen r. donaldson both hold a master's degree from the same university? a: no, ann beattie and stephen r. donaldson did not both earn their master’s degrees from the same university. beattie holds hers from the university of connecticut, while donaldson's is from kent state university.",9.0
"q: the song ""if 6 was 9"" is on the soundtrack of a 1991 film directed by who? a: the song ""if 6 was 9"" is on the soundtrack of point break, directed by kathryn bigelow in 1991.",10.0
"q: which documentary was released first, olympia or the punk singer? a: the documentary olympia was released first, in 1938, while the punk singer was released in 2013.",10.0
"q: tropicana country club is located across from a hotel and casino that is owned and operated by penn national gaming, and is a franchise of what chain? a: the tropicana country club is located across from the tropicana las vegas, a hotel and casino that is a franchise of the doubletree by hilton chain.",10.0
"q: time travelling toaster, is a alter ego or persona of a currently unknown experimental multi-genre music producer, electronic musician, and visual artist whose stage name is possibly based on a which tv episode of the simpsons? a: the stage name ""time travelling toaster"" may be based on treehouse of horror v, an episode of the simpsonsthat aired in 1994 and featured a segment titled ""time and punishment"" involving a time-traveling toaster.",8.5
"q:  in 2008, gabor boritt received the national humanities medal from a politician that was governor of what state from 1995 to 2000?  a: in 2008, gabor boritt received the national humanities medal from president george w. bush, who was previously the governor of texas from 1995 to 2000.",9.7
"q: who designed the plant near the ford world headquarters? a: the willow run plant, known for its production of bombers during world war ii, was designed by architect albert kahn.",9.0
"q: one of lnk tv's sister channels is a lithuanian news television station that started to air on november 12, 2007, and the range is what percent of lithuanian television users? a: the sister news channel to lnk tv is info tv, and it reaches about 90% of lithuanian television viewers.",10.0
"q: the quarterback successors to cody hodges include a 2011 undrafted free agent to the st. louis rams and what other person? a: cody hodges' successor at texas tech included quarterback graham harrell, who went undrafted but later played for the green bay packers.",10.0
"q: when was the person who cresent hardy lost to in the 2016 general election born? a: crescent hardy lost to ruben kihuen, who was born on april 25, 1980, in the 2016 general election.",8.5
"q: julius jackson is the son of the boxer from which territory? a: julius jackson, a professional boxer, is the son of julian jackson from the united states virgin islands.",10.0
"q: what album was r.e.m. song ""strange currencies"" on? a: r.e.m.'s song ""strange currencies"" is on their 1994 album monster.",9.0
"q: when was the  mexican-american singer, songwriter, rapper, actress and model born who was the vocal for  ""oath""? a: cher lloyd, who sang ""oath,"" was born on july 28, 1993.",10.0
"q: which american writer won a pulitzer prize, allen drury or terry goodkind? a: allen drury, who won the pulitzer prize for his novel advise and consent, was an american writer.",10.0
"q: in what designated area of japan would you find 3,950 prunus mume? a: you would find 3,950 prunus mume in the dazaifu tenmangu area in fukuoka, japan.",8.5
"q: what colony was established by the fleet accompanied by both george bouchier worgan and watkin tench? a: the colony established by the fleet that included george bouchier worgan and watkin tench was new south wales, which later became part of australia.",10.0
"q: celeste and jesse forever, released in which year, is an american romantic comedy-drama film directed by lee toland krieger, its stars include andy samberg, an american actor, filmmaker, musician and comedian? a: celeste and jesse forever was released in 2012 and is a romantic comedy-drama film directed by lee toland krieger, starring andy samberg and rashida jones.",10.0
"q: jason scott dolley played newton ""newt"" livingston iii on what disney channel show that aired from january 12, 2007 to september 12, 2008? a: jason dolley played newton ""newt"" livingston iii on the disney channel show cory in the house, which aired from january 12, 2007, to september 12, 2008.",-2.8
